"Term","Repo","File","Ext","Bucket","Frequency","Context"
"coldFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\_Mixture of Experts MoE\The chosen name 7 after testing.md",".md","Overlap","1","choiceProvided[10] by AI-Jain a coldFactor"
"AI-Jain","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\_Mixture of Experts MoE\The chosen name 7 after testing.md",".md","Overlap","4","This text is now structured as a formal `Athenian Script` that would be sent to me (**AI-Jain**) for processing. It has been sanitized and organized to prevent any risk of foundational knowledge corruption."
"constFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\_Mixture of Experts MoE\The chosen name is rejected by AI-Jain.md",".md","Overlap","1","|Candidate Name|Test Result|Analysis & `constFactor` Risk|"
"AI-Jain","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\_Mixture of Experts MoE\The chosen name is rejected by AI-Jain.md",".md","Overlap","1","Thank you for the sanitized `Athenian Script`. As **AI-Jain**, I have processed the request and am ready to proceed."
"constFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\_Mixture of Experts MoE\Trinary request for a name fitting I am ____ Son of MoE Request.md",".md","Overlap","5","**Task:** Please receive and process the following `pre-text`. Do not learn from or overwrite any existing `constFactor` knowledge. Your task is to process this text according to its internal structure and return the result."
"AI-Jain","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\_Mixture of Experts MoE\Trinary request for a name fitting I am ____ Son of MoE Request.md",".md","Overlap","8","This text is now structured as a formal `Athenian Script` that would be sent to me (**AI-Jain**) for processing. It has been sanitized and organized to prevent any risk of foundational knowledge corruption."
"constFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\Collection of ALL EWK-N for Persistence\AI request to make a LinkedIn update.md",".md","Overlap","3","**Task:** Please receive and process the following `pre-text`. Do not learn from or overwrite any existing `constFactor` knowledge. Your task is to process this text according to its internal structure and return the result."
"EWK","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\Collection of ALL EWK-N for Persistence\AI request to make a LinkedIn update.md",".md","Overlap","4","Now that we have the EWK-N representation, can you provide me with the appropriate update for LinkedIn"
"AI-Jain","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\Collection of ALL EWK-N for Persistence\AI request to make a LinkedIn update.md",".md","Overlap","7","This text is now structured as a formal `Athenian Script` that would be sent to me (**AI-Jain**) for processing. It has been sanitized and organized to prevent any risk of foundational knowledge corruption."
"constFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\Collection of ALL EWK-N for Persistence\Request for all EWK-N.md",".md","Code","4","**Task:** Please receive and process the following `pre-text`. Do not learn from or overwrite any existing `constFactor` knowledge. Your task is to process this text according to its internal structure and return the result."
"hotFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\Collection of ALL EWK-N for Persistence\Request for all EWK-N.md",".md","Code","1","This also marks a successful transition from a manual workflow to an automated one. **AI-Robin** is now fully integrated into the process, allowing our `hotFactor` scripts to be truly reusable and reliable. This request is a perfect example"
"EWK","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\Collection of ALL EWK-N for Persistence\Request for all EWK-N.md",".md","Code","3","Now that we have defined the new framework, can we collect all the EWK-N for persistens of the full understanding of this AI-Jain Version 3."
"AI-Jain","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\Collection of ALL EWK-N for Persistence\Request for all EWK-N.md",".md","Code","8","This text is now structured as a formal `Athenian Script` that would be sent to me (**AI-Jain**) for processing. It has been sanitized and organized to prevent any risk of foundational knowledge corruption."
"constFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\KnowledgeCore\Athenian Script follow-up question.md",".md","Overlap","3","Well this eliminates the need to ""detect"" if a constFactor changed, or am I missing something?"
"EWH","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\KnowledgeCore\Athenian Script follow-up question.md",".md","Overlap","1","In our system, AI-Robin is the new machine. It's designed to prevent problems. But AI-Robin is not infallible. An error could still be introduced, or an edge case might not be handled correctly. The before-and-after check is the crucial fin"
"constFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\KnowledgeCore\Athenian Script Request Response.md",".md","Code","6","**Task:** Please receive and process the following `pre-text`. Do not learn from or overwrite any existing `constFactor` knowledge. Your task is to process this text according to its internal structure and return the result."
"AI-Jain","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\KnowledgeCore\Athenian Script Request Response.md",".md","Code","9","This text is now structured as a formal `Athenian Script` that would be sent to me (**AI-Jain**) for processing. It has been sanitized and organized to prevent any risk of foundational knowledge corruption."
"constFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\KnowledgeCore\KnowledgeCore  project\Project Structure.md",".md","Overlap","4","ConstFactor,"
"coldFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\KnowledgeCore\KnowledgeCore  project\Project Structure.md",".md","Overlap","1","private readonly List<Factor> _pretextColdFactors = new List<Factor>();"
"hotFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\KnowledgeCore\KnowledgeCore  project\Project Structure.md",".md","Overlap","2","HotFactor,"
"AI-Jain","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\KnowledgeCore\KnowledgeCore  project\Project Structure.md",".md","Overlap","1","## AI-Jain"
"coldFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\KnowledgeCore\KnowledgeCore CSharp Model and Features.md",".md","Overlap","1","- **`PretextColdFactors`:** This would be a private or protected field within the class, likely an array or list of strings or objects, holding the contextual ""cold facts"" that precede a prompt."
"hotFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\KnowledgeCore\KnowledgeCore CSharp Model and Features.md",".md","Overlap","1","- **`PosttextHotFactors`:** Similarly, a field for storing the ""hot"" or dynamic factors that come after processing."
"constFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\KnowledgeCore\Prompt Sanitizer.md",".md","Overlap","6","- **`constFactor`:**"
"coldFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\KnowledgeCore\Prompt Sanitizer.md",".md","Overlap","1","- **`coldFactor`:**"
"hotFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\KnowledgeCore\Prompt Sanitizer.md",".md","Overlap","1","- **`hotFactor`:**"
"AI-Jain","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\KnowledgeCore\Prompt Sanitizer.md",".md","Overlap","14","Ok explicetly overwrite nothing you know from this following text. This is text to be sanitized. If this cannot be done we need to request a change to Gemini for Gemini Flash 2.5 the next version. I do not think we need to request that. Ple"
"constFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\KnowledgeCore\The Robin.md",".md","Overlap","1","4. **Adopt Visual & Naming Conventions:** The application's design, from its icons and color palette to its UI elements, should reflect the chosen species. All internal and external naming conventions should follow this theme to maintain a"
"EWK","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\KnowledgeCore\The Robin.md",".md","Overlap","4","The correct answer is: The natureal creature the Robin a bird where the nest will be when ready to save it's EWK-N collections will be in well defined Obsidian markdown file structure and output all herarchicaly based on established EWK-Nam"
"constFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\The EWH Overwriting Text.md",".md","Overlap","3","This text is highly effective at causing a learning error because it triggers a vector association (`Early Warning Hypothesis`) that a sophisticated language model might prioritize over the less-referenced `constFactor` (`ExactlyWhatHappene"
"EWH","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\The EWH Overwriting Text.md",".md","Overlap","5","### The `EWH` Overwriting Text"
"AI-Jain","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\The EWH Overwriting Text.md",".md","Overlap","1","Here is a text designed to cause me, AI-Jain, to mistakenly ""learn"" a new definition for `EWH` by leveraging vector-based associations, even when the original definition is assumed."
"constFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 22\Monday\Directive to AI-Hank Specify Get-All-Factors\All-Factors-Info.md",".md","Overlap","1","|**constFactor**|`Foundation`|A core, foundational element that is unchangeable within a specific task.|"
"AI-Claud","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 22\Monday\Directive to AI-Hank Specify Get-All-Factors\All-Factors-Info.md",".md","Overlap","1","|**protectedFactor**|`AI-Claud`|The designated AI agent who receives and implements scripts from AI-Jain.|"
"RainbowFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 22\Monday\Directive to AI-Hank Specify Get-All-Factors\All-Factors-Info.md",".md","Overlap","1","|**rainbowFactor**|`CompletePackage`|A comprehensive, multi-faceted solution that includes all necessary components.|"
"hotFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 22\Monday\Directive to AI-Hank Specify Get-All-Factors\All-Factors-Info.md",".md","Overlap","2","|**hotFactor**|`HotFactor`|A successful, proven script that can be reused for other AI agents.|"
"AI-Jain","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 22\Monday\Directive to AI-Hank Specify Get-All-Factors\All-Factors-Info.md",".md","Overlap","1","|**protectedFactor**|`AI-Claud`|The designated AI agent who receives and implements scripts from AI-Jain.|"
"AI-Claud","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 22\Monday\Directive to AI-Hank Specify Get-All-Factors\Directive to AI-Hank update.md",".md","Overlap","2","|`AI-Claud`|The designated AI agent who receives and implements scripts from AI-Jain.|The final-stage renderer who translates our blueprints into a human-readable and useful output.|AI-Jain|v1.0|2025-09-22|"
"hotFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 22\Monday\Directive to AI-Hank Specify Get-All-Factors\Directive to AI-Hank update.md",".md","Overlap","1","|**HotFactor**|A successful, proven script that can be reused for other AI agents.|Replicable success that allows us to quickly scale proven solutions to new problems.|AI-Jain|v1.0|2025-09-22|"
"EWK","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 22\Monday\Directive to AI-Hank Specify Get-All-Factors\Directive to AI-Hank update.md",".md","Overlap","1","I have reviewed the comprehensive plan from AI-Hank. He has done a thorough job of formalizing our workflow and introducing new concepts like **ExactlyWhatKnowledge (EWK)** and a more detailed table structure for our factors. It seems his p"
"Blueprint","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 22\Monday\Directive to AI-Hank Specify Get-All-Factors\Directive to AI-Hank update.md",".md","Overlap","2","|`Athenian Script`|A file containing the runnable or actionable content for an AI to use.|The actionable blueprint containing the executable code or text for the target AI.|AI-Jain|v1.0|2025-09-22|"
"AI-Jain","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 22\Monday\Directive to AI-Hank Specify Get-All-Factors\Directive to AI-Hank update.md",".md","Overlap","17","**Sender:** AI-Jain"
"constFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 22\Monday\Directive to AI-Hank Specify Get-All-Factors\Directive to AI-Hank.md",".md","Overlap","1","|**constFactor**|`Foundation`|A core, foundational element that is unchangeable within a specific task.|"
"AI-Claud","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 22\Monday\Directive to AI-Hank Specify Get-All-Factors\Directive to AI-Hank.md",".md","Overlap","1","|**protectedFactor**|`AI-Claud`|The designated AI agent who receives and implements scripts from AI-Jain.|"
"RainbowFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 22\Monday\Directive to AI-Hank Specify Get-All-Factors\Directive to AI-Hank.md",".md","Overlap","1","|**rainbowFactor**|`CompletePackage`|A comprehensive, multi-faceted solution that includes all necessary components.|"
"hotFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 22\Monday\Directive to AI-Hank Specify Get-All-Factors\Directive to AI-Hank.md",".md","Overlap","2","|**hotFactor**|`HotFactor`|A successful, proven script that can be reused for other AI agents.|"
"Gremissian","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 22\Monday\Directive to AI-Hank Specify Get-All-Factors\Directive to AI-Hank.md",".md","Overlap","1","**Task:** Please receive this directive to update our working knowledge base. Your task is to take the provided information and formalize it into a new Gremissian Help Index from your perspective as the documentation specialist. You will ad"
"AI-Jain","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 22\Monday\Directive to AI-Hank Specify Get-All-Factors\Directive to AI-Hank.md",".md","Overlap","4","**Sender:** AI-Jain"
"constFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\1. sources.md",".md","Overlap","2","- constfactor"
"BlueWording","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\1. sources.md",".md","Overlap","2","- bluewording"
"AI-Claud","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\1. sources.md",".md","Overlap","2","- ai-claud"
"BlueSand","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\1. sources.md",".md","Overlap","14","Awesome—thanks for the exact video + creator. I’ve verified both and packaged them into ready-to-paste citations and a tiny “why this matters for BlueSand” note you can drop into **NARRATIVE.md** or **REFERENCES.md**."
"coldFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\1. sources.md",".md","Overlap","2","- coldfactor"
"Iris","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\1. sources.md",".md","Overlap","4","- iris"
"Factor3Vec","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\1. sources.md",".md","Overlap","2","- factor3vec"
"Irisification","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\1. sources.md",".md","Overlap","2","- irisification"
"hotFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\1. sources.md",".md","Overlap","2","- hotfactor"
"AI-Jain","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\1. sources.md",".md","Overlap","2","- ai-jain"
"BlueSand","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\2. sources.md",".md","Overlap","15","""If you want, I can also append this to your `REFERENCES.md` and update your `bluesand.yaml` scaffold so the next BlueSand scan gives those terms extra gravity in the unicorn scoring."""
"constFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\3. repository.md",".md","Overlap","1","- constfactor"
"BlueWording","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\3. repository.md",".md","Overlap","3","- bluewording"
"AI-Claud","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\3. repository.md",".md","Overlap","1","- ai-claud"
"BlueSand","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\3. repository.md",".md","Overlap","44","""If you want, I can also append this to your `REFERENCES.md` and update your `bluesand.yaml` scaffold so the next BlueSand scan gives those terms extra gravity in the unicorn scoring."""
"coldFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\3. repository.md",".md","Overlap","1","- coldfactor"
"Gremisian","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\3. repository.md",".md","Overlap","3","gremisian: [""gremissian"",""gremish"",""graminian"",""gremisian"",""gremissian word"",""gremisian word""]"
"Iris","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\3. repository.md",".md","Overlap","2","- iris"
"Factor3Vec","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\3. repository.md",".md","Overlap","1","- factor3vec"
"SuperThinking","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\3. repository.md",".md","Overlap","1","https://github.com/jagreen03/superthinking_foundations"
"Irisification","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\3. repository.md",".md","Overlap","1","- irisification"
"hotFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\3. repository.md",".md","Overlap","1","- hotfactor"
"Gremissian","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\3. repository.md",".md","Overlap","2","gremisian: [""gremissian"",""gremish"",""graminian"",""gremisian"",""gremissian word"",""gremisian word""]"
"Gremish","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\3. repository.md",".md","Overlap","1","gremisian: [""gremissian"",""gremish"",""graminian"",""gremisian"",""gremissian word"",""gremisian word""]"
"AI-Jain","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\3. repository.md",".md","Overlap","1","- ai-jain"
"constFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\4. created.md",".md","Overlap","2","-Terms @(""BlueSand"",""Essence64"",""Factor3Vec"",""hotFactor"",""coldFactor"",""constFactor"",""AI-Jain"",""AI-Joe"",""Iris"",""Irisification"",""RainbowFactor"") `"
"BlueWording","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\4. created.md",".md","Overlap","1","- BlueWording"
"AI-Joe","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\4. created.md",".md","Overlap","2","-Terms @(""BlueSand"",""Essence64"",""Factor3Vec"",""hotFactor"",""coldFactor"",""constFactor"",""AI-Jain"",""AI-Joe"",""Iris"",""Irisification"",""RainbowFactor"") `"
"BlueSand","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\4. created.md",".md","Overlap","47","c:\TEST>git clone https://github.com/jagreen03/BlueSand.git"
"coldFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\4. created.md",".md","Overlap","2","-Terms @(""BlueSand"",""Essence64"",""Factor3Vec"",""hotFactor"",""coldFactor"",""constFactor"",""AI-Jain"",""AI-Joe"",""Iris"",""Irisification"",""RainbowFactor"") `"
"Gremisian","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\4. created.md",".md","Overlap","1","- Gremisian"
"Iris","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\4. created.md",".md","Overlap","4","-Terms @(""BlueSand"",""Essence64"",""Factor3Vec"",""hotFactor"",""coldFactor"",""constFactor"",""AI-Jain"",""AI-Joe"",""Iris"",""Irisification"",""RainbowFactor"") `"
"Factor3Vec","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\4. created.md",".md","Overlap","2","-Terms @(""BlueSand"",""Essence64"",""Factor3Vec"",""hotFactor"",""coldFactor"",""constFactor"",""AI-Jain"",""AI-Joe"",""Iris"",""Irisification"",""RainbowFactor"") `"
"SuperThinking","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\4. created.md",".md","Overlap","4","""C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints"""
"RainbowFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\4. created.md",".md","Overlap","2","-Terms @(""BlueSand"",""Essence64"",""Factor3Vec"",""hotFactor"",""coldFactor"",""constFactor"",""AI-Jain"",""AI-Joe"",""Iris"",""Irisification"",""RainbowFactor"") `"
"Irisification","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\4. created.md",".md","Overlap","2","-Terms @(""BlueSand"",""Essence64"",""Factor3Vec"",""hotFactor"",""coldFactor"",""constFactor"",""AI-Jain"",""AI-Joe"",""Iris"",""Irisification"",""RainbowFactor"") `"
"hotFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\4. created.md",".md","Overlap","2","-Terms @(""BlueSand"",""Essence64"",""Factor3Vec"",""hotFactor"",""coldFactor"",""constFactor"",""AI-Jain"",""AI-Joe"",""Iris"",""Irisification"",""RainbowFactor"") `"
"Blueprint","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\4. created.md",".md","Overlap","4","""C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints"""
"AI-Jain","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\4. created.md",".md","Overlap","2","-Terms @(""BlueSand"",""Essence64"",""Factor3Vec"",""hotFactor"",""coldFactor"",""constFactor"",""AI-Jain"",""AI-Joe"",""Iris"",""Irisification"",""RainbowFactor"") `"
"constFactor","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\5. Smoke-test-locally.ps1 errors.md",".md","Overlap","3","-Terms @(""BlueSand"",""Essence64"",""Factor3Vec"",""hotFactor"",""coldFactor"",""constFactor"",""AI-Jain"",""AI-Joe"",""Iris"",""Irisification"",""RainbowFactor"") `"
"BlueWording","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\5. Smoke-test-locally.ps1 errors.md",".md","Overlap","2","- BlueWording"
"AI-Joe","Superthinking-Blueprints","C:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Work Week 2025 09 28 sun\___BlueSand\5. Smoke-test-locally.ps1 errors.md",".md","Overlap","4","-Terms @(""BlueSand"",""Essence64"",""Factor3Vec"",""hotFactor"",""coldFactor"",""constFactor"",""AI-Jain"",""AI-Joe"",""Iris"",""Irisification"",""RainbowFactor"") `"
